time,temperature,dwpt,humidity,precipitation,snow,wdir,windspeed,wpgt,pres,tsun,cloudcover,location
2024-10-27 13:00:00-04:00,14.4,-3.9,28.0,0.0,,140.0,9.4,,1028.8,,2.0,Philadelphia
2024-10-27 14:00:00-04:00,15.0,-7.2,21.0,0.0,,282.0,11.0,,1028.0,,2.0,Philadelphia
2024-10-27 15:00:00-04:00,14.4,-5.9,24.0,0.0,,268.0,9.4,,1027.7,,2.0,Philadelphia
2024-10-27 16:00:00-04:00,14.4,-6.5,23.0,0.0,,210.0,11.2,,1027.3,,2.0,Philadelphia
2024-10-27 17:00:00-04:00,13.9,-7.5,22.0,0.0,,220.0,11.2,,1027.0,,2.0,Philadelphia
2024-10-27 18:00:00-04:00,12.8,-5.8,27.0,0.0,,210.0,13.0,,1027.3,,2.0,Philadelphia
2024-10-27 19:00:00-04:00,12.0,-4.6,31.0,0.0,,210.0,9.0,,1028.0,,2.0,Philadelphia
2024-10-27 20:00:00-04:00,10.6,-2.8,39.0,0.0,,230.0,14.8,,1028.2,,2.0,Philadelphia
2024-10-27 21:00:00-04:00,9.4,-1.1,48.0,0.0,,250.0,11.2,,1028.8,,2.0,Philadelphia
2024-10-27 22:00:00-04:00,9.4,0.0,52.0,0.0,,280.0,9.4,,1028.9,,2.0,Philadelphia
2024-10-27 23:00:00-04:00,8.3,-0.5,54.0,0.0,,210.0,5.4,,1028.6,,2.0,Philadelphia
2024-10-28 00:00:00-04:00,8.0,-0.7,54.0,0.0,,251.0,5.5,,1028.0,,2.0,Philadelphia
2024-10-28 01:00:00-04:00,6.7,-1.7,55.0,0.0,,0.0,0.0,,1028.3,,1.0,Philadelphia
2024-10-28 02:00:00-04:00,5.6,-1.8,59.0,0.0,,340.0,5.4,,1028.6,,1.0,Philadelphia
2024-10-28 03:00:00-04:00,5.0,-1.7,62.0,0.0,,350.0,5.4,,1028.6,,1.0,Philadelphia
2024-10-28 04:00:00-04:00,4.0,-2.0,65.0,0.0,,279.0,5.5,,1029.0,,1.0,Philadelphia
2024-10-28 05:00:00-04:00,5.6,-1.8,59.0,0.0,,320.0,5.4,,1029.5,,2.0,Philadelphia
2024-10-28 06:00:00-04:00,6.7,-2.7,51.0,0.0,,310.0,7.6,,1029.9,,2.0,Philadelphia
2024-10-28 07:00:00-04:00,6.7,-3.3,49.0,0.0,,330.0,5.4,,1030.4,,2.0,Philadelphia
2024-10-28 08:00:00-04:00,7.8,-2.3,49.0,0.0,,0.0,0.0,,1030.9,,2.0,Philadelphia
2024-10-28 09:00:00-04:00,11.0,1.0,50.0,0.0,,53.0,6.0,,1032.0,,2.0,Philadelphia
2024-10-28 10:00:00-04:00,13.9,-1.7,34.0,0.0,,110.0,7.6,,1031.6,,2.0,Philadelphia
2024-10-28 11:00:00-04:00,15.6,-2.9,28.0,0.0,,120.0,7.6,,1031.5,,2.0,Philadelphia
2024-10-28 12:00:00-04:00,16.1,-4.0,25.0,0.0,,20.0,5.4,,1030.9,,2.0,Philadelphia
2024-10-28 13:00:00-04:00,17.2,-3.0,25.0,0.0,,120.0,9.4,,1030.2,,2.0,Philadelphia
2024-10-28 14:00:00-04:00,18.0,-3.5,23.0,0.0,,162.0,6.0,,1030.0,,2.0,Philadelphia
2024-10-28 15:00:00-04:00,16.7,-5.1,22.0,0.0,,0.0,0.0,,1029.4,,2.0,Philadelphia
2024-10-28 16:00:00-04:00,17.8,-5.5,20.0,0.0,,0.0,0.0,,1028.8,,2.0,Philadelphia
2024-10-28 17:00:00-04:00,16.1,-5.6,22.0,0.0,,170.0,9.4,,1028.8,,2.0,Philadelphia
2024-10-28 18:00:00-04:00,13.3,-1.1,37.0,0.0,,140.0,13.0,,1029.5,,4.0,Philadelphia
2024-10-28 19:00:00-04:00,12.0,-0.9,41.0,0.0,,170.0,9.0,,1031.0,,2.0,Philadelphia
2024-10-28 20:00:00-04:00,11.1,-0.7,44.0,0.0,,150.0,5.4,,1030.5,,2.0,Philadelphia
2024-10-28 21:00:00-04:00,10.0,-0.5,48.0,0.0,,130.0,7.6,,1030.8,,2.0,Philadelphia
2024-10-28 22:00:00-04:00,10.0,0.0,50.0,0.0,,0.0,0.0,,1031.2,,2.0,Philadelphia
2024-10-28 23:00:00-04:00,9.0,0.2,54.0,0.0,,144.0,7.4,,1032.0,,2.0,Philadelphia
2024-10-29 00:00:00-04:00,8.9,1.8,61.0,0.0,,0.0,0.0,,1031.4,,2.0,Philadelphia
2024-10-29 01:00:00-04:00,7.0,2.7,74.0,0.0,,40.0,7.0,,1032.0,,1.0,Philadelphia
2024-10-29 02:00:00-04:00,7.2,1.7,68.0,0.0,,0.0,0.0,,1031.4,,1.0,Philadelphia
2024-10-29 03:00:00-04:00,7.2,4.0,80.0,0.0,,0.0,0.0,,1031.0,,2.0,Philadelphia
2024-10-29 04:00:00-04:00,7.0,1.9,70.0,0.0,,340.0,6.0,,1031.0,,2.0,Philadelphia
2024-10-29 05:00:00-04:00,6.7,1.6,70.0,0.0,,330.0,5.4,,1031.4,,2.0,Philadelphia
2024-10-29 06:00:00-04:00,6.7,3.8,82.0,0.0,,0.0,0.0,,1031.5,,2.0,Philadelphia
2024-10-29 07:00:00-04:00,6.1,5.1,93.0,0.0,,0.0,0.0,,1031.4,,2.0,Philadelphia
2024-10-29 08:00:00-04:00,8.9,3.9,71.0,0.0,,0.0,0.0,,1031.9,,3.0,Philadelphia
2024-10-29 09:00:00-04:00,12.0,5.4,64.0,0.0,,79.0,5.5,,1032.0,,3.0,Philadelphia
2024-10-29 10:00:00-04:00,15.6,6.6,55.0,0.0,,100.0,7.6,,1031.6,,3.0,Philadelphia
2024-10-29 11:00:00-04:00,16.7,7.9,56.0,0.0,,163.0,5.4,,1031.4,,3.0,Philadelphia
2024-10-29 12:00:00-04:00,17.8,6.6,48.0,0.0,,200.0,9.4,,1030.3,,3.0,Philadelphia
2024-10-29 13:00:00-04:00,19.4,5.5,40.0,0.0,,190.0,14.8,,1029.1,,3.0,Philadelphia
2024-10-29 14:00:00-04:00,20.0,5.6,39.0,0.0,,195.0,6.0,,1028.0,,2.0,Philadelphia
2024-10-29 15:00:00-04:00,20.0,6.7,42.0,0.0,,240.0,13.0,,1028.3,,2.0,Philadelphia
2024-10-29 16:00:00-04:00,20.0,7.7,45.0,0.0,,220.0,16.6,,1027.9,,2.0,Philadelphia
2024-10-29 17:00:00-04:00,18.9,6.7,45.0,0.0,,230.0,11.2,,1028.0,,3.0,Philadelphia
2024-10-29 18:00:00-04:00,16.7,6.8,52.0,0.0,,170.0,7.6,,1028.2,,4.0,Philadelphia
2024-10-29 19:00:00-04:00,17.0,8.2,56.0,0.0,,180.0,7.0,,1029.0,,3.0,Philadelphia
2024-10-29 20:00:00-04:00,15.6,7.9,60.0,0.0,,150.0,5.4,,1028.5,,3.0,Philadelphia
2024-10-29 21:00:00-04:00,15.0,8.9,67.0,0.0,,0.0,0.0,,1028.8,,3.0,Philadelphia
2024-10-29 22:00:00-04:00,14.0,8.6,70.0,0.0,,183.0,9.3,,1029.0,,3.0,Philadelphia
2024-10-29 23:00:00-04:00,12.2,8.9,80.0,0.0,,0.0,0.0,,1028.8,,3.0,Philadelphia
2024-10-30 00:00:00-04:00,13.0,11.4,90.0,0.0,,210.0,6.0,,1029.0,,2.0,Philadelphia
2024-10-30 01:00:00-04:00,12.8,11.7,93.0,0.0,,0.0,0.0,,1028.5,,2.0,Philadelphia
2024-10-30 02:00:00-04:00,12.2,11.7,97.0,0.0,,160.0,7.6,,1028.3,,2.0,Philadelphia
2024-10-30 03:00:00-04:00,12.2,10.6,90.0,0.0,,0.0,0.0,,1028.2,,2.0,Philadelphia
2024-10-30 04:00:00-04:00,12.0,9.7,86.0,0.0,,199.0,7.4,,1028.0,,2.0,Philadelphia
2024-10-30 05:00:00-04:00,12.2,9.4,83.0,0.0,,200.0,7.6,,1028.6,,2.0,Philadelphia
2024-10-30 06:00:00-04:00,11.7,9.9,89.0,0.0,,180.0,5.4,,1028.4,,2.0,Philadelphia
2024-10-30 07:00:00-04:00,12.2,9.9,86.0,0.0,,190.0,7.6,,1028.5,,2.0,Philadelphia
2024-10-30 08:00:00-04:00,13.9,11.1,83.0,0.0,,230.0,13.0,,1028.8,,2.0,Philadelphia
2024-10-30 09:00:00-04:00,15.0,11.8,81.0,0.0,,240.0,11.0,,1029.0,,2.0,Philadelphia
2024-10-30 10:00:00-04:00,17.2,12.1,72.0,0.0,,240.0,14.8,,1028.6,,2.0,Philadelphia
2024-10-30 11:00:00-04:00,19.0,11.8,63.0,0.0,,260.0,11.0,,1028.0,,2.0,Philadelphia
2024-10-30 12:00:00-04:00,21.1,11.7,55.0,0.0,,240.0,11.2,,1026.9,,2.0,Philadelphia
2024-10-30 13:00:00-04:00,22.8,11.8,50.0,0.0,,240.0,11.2,,1026.0,,2.0,Philadelphia
2024-10-30 14:00:00-04:00,24.0,11.7,46.0,0.0,,240.0,19.0,,1025.0,,3.0,Philadelphia
2024-10-30 15:00:00-04:00,24.4,11.7,45.0,0.0,,250.0,13.0,,1024.8,,3.0,Philadelphia
2024-10-30 16:00:00-04:00,23.9,12.2,48.0,0.0,,200.0,7.6,,1024.5,,3.0,Philadelphia
2024-10-30 17:00:00-04:00,23.3,11.7,48.0,0.0,,200.0,7.6,,1024.1,,3.0,Philadelphia
2024-10-30 18:00:00-04:00,21.0,12.2,57.0,0.0,,190.0,7.0,,1024.0,,3.0,Philadelphia
2024-10-30 19:00:00-04:00,19.4,12.2,63.0,0.0,,200.0,9.4,,1024.2,,3.0,Philadelphia
2024-10-30 20:00:00-04:00,19.4,12.2,63.0,0.0,,220.0,11.2,,1023.9,,4.0,Philadelphia
2024-10-30 21:00:00-04:00,17.8,12.3,70.0,0.0,,240.0,9.4,,1023.8,,4.0,Philadelphia
2024-10-30 22:00:00-04:00,17.8,12.3,70.0,0.0,,220.0,11.2,,1023.7,,3.0,Philadelphia
2024-10-30 23:00:00-04:00,17.0,12.5,75.0,0.0,,210.0,7.0,,1023.0,,3.0,Philadelphia
2024-10-31 00:00:00-04:00,16.7,12.8,78.0,0.0,,230.0,7.6,,1023.1,,4.0,Philadelphia
2024-10-31 01:00:00-04:00,15.6,12.7,83.0,0.0,,220.0,5.4,,1022.6,,2.0,Philadelphia
2024-10-31 02:00:00-04:00,15.0,12.9,87.0,0.0,,260.0,7.6,,1022.4,,2.0,Philadelphia
2024-10-31 03:00:00-04:00,14.4,13.3,93.0,0.0,,260.0,11.2,,1022.1,,2.0,Philadelphia
2024-10-31 04:00:00-04:00,15.2,13.2,88.0,0.0,,211.0,7.4,,1022.9,,2.0,Philadelphia
2024-10-31 05:00:00-04:00,13.9,12.8,93.0,0.0,,230.0,7.6,,1022.5,,2.0,Philadelphia
2024-10-31 06:00:00-04:00,15.0,14.4,96.0,0.0,,220.0,7.6,,1022.3,,2.0,Philadelphia
2024-10-31 07:00:00-04:00,15.6,14.5,93.0,0.0,,240.0,13.0,,1022.5,,2.0,Philadelphia
2024-10-31 08:00:00-04:00,16.0,14.9,93.0,0.0,,220.0,13.0,,1023.0,,2.0,Philadelphia
2024-10-31 09:00:00-04:00,18.3,15.5,84.0,0.0,,230.0,16.6,,1022.5,,2.0,Philadelphia
2024-10-31 10:00:00-04:00,20.0,15.6,76.0,0.0,,230.0,18.4,,1022.1,,2.0,Philadelphia
2024-10-31 11:00:00-04:00,22.2,15.1,64.0,0.0,,250.0,16.6,,1021.7,,2.0,Philadelphia
2024-10-31 12:00:00-04:00,24.4,15.1,56.0,0.0,,250.0,14.8,,1020.5,,2.0,Philadelphia
2024-10-31 13:00:00-04:00,26.1,14.6,49.0,0.0,,250.0,18.4,,1019.5,,2.0,Philadelphia
2024-10-31 14:00:00-04:00,27.0,14.4,46.0,0.0,,240.0,15.0,,1019.0,,3.0,Philadelphia
2024-10-31 15:00:00-04:00,27.8,13.3,41.0,0.0,,220.0,18.4,,1017.9,,3.0,Philadelphia
2024-10-31 16:00:00-04:00,27.2,12.8,41.0,0.0,,220.0,18.4,,1017.3,,3.0,Philadelphia
2024-10-31 17:00:00-04:00,26.1,13.2,45.0,0.0,,220.0,18.4,,1017.4,,3.0,Philadelphia
2024-10-31 18:00:00-04:00,24.4,13.9,52.0,0.0,,210.0,13.0,,1017.6,,3.0,Philadelphia
2024-10-31 19:00:00-04:00,23.0,14.0,57.0,0.0,,190.0,7.0,,1018.0,,3.0,Philadelphia
2024-10-31 20:00:00-04:00,22.2,14.3,61.0,0.0,,190.0,16.6,,1017.1,,4.0,Philadelphia
2024-10-26 20:00:00-04:00,10.0,-1.7,44.0,0.0,,340.0,17.0,,1028.0,,2.0,Pittsburgh
2024-10-26 21:00:00-04:00,8.9,-0.7,51.0,0.0,,340.0,14.8,,1029.9,,2.0,Pittsburgh
2024-10-26 22:00:00-04:00,8.3,-0.5,54.0,0.0,,350.0,9.4,,1030.5,,2.0,Pittsburgh
2024-10-26 23:00:00-04:00,7.8,-0.7,55.0,0.0,,350.0,13.0,,1031.0,,2.0,Pittsburgh
2024-10-27 00:00:00-04:00,7.0,0.2,62.0,0.0,,360.0,13.0,,1030.0,,1.0,Pittsburgh
2024-10-27 01:00:00-04:00,6.1,0.0,65.0,0.0,,360.0,9.4,,1030.8,,2.0,Pittsburgh
2024-10-27 02:00:00-04:00,6.1,-0.6,62.0,0.0,,20.0,7.6,,1030.7,,2.0,Pittsburgh
2024-10-27 03:00:00-04:00,4.4,-0.6,70.0,0.0,,10.0,7.6,,1030.6,,1.0,Pittsburgh
2024-10-27 04:00:00-04:00,3.9,-1.1,70.0,0.0,,30.0,9.4,,1030.5,,2.0,Pittsburgh
2024-10-27 05:00:00-04:00,1.0,-1.7,82.0,0.0,,180.0,6.0,,1030.0,,2.0,Pittsburgh
2024-10-27 06:00:00-04:00,1.1,-2.8,75.0,0.0,,300.0,7.6,,1031.5,,1.0,Pittsburgh
2024-10-27 07:00:00-04:00,0.6,-2.8,78.0,0.0,,0.0,0.0,,1031.5,,3.0,Pittsburgh
2024-10-27 08:00:00-04:00,1.1,-2.1,79.0,0.0,,0.0,0.0,,1032.4,,3.0,Pittsburgh
2024-10-27 09:00:00-04:00,6.0,0.9,70.0,0.0,,85.0,3.7,,1032.0,,3.0,Pittsburgh
2024-10-27 10:00:00-04:00,7.8,-0.7,55.0,0.0,,120.0,11.2,,1032.8,,2.0,Pittsburgh
2024-10-27 11:00:00-04:00,9.4,-2.2,44.0,0.0,,120.0,16.6,,1031.8,,2.0,Pittsburgh
2024-10-27 12:00:00-04:00,10.6,-4.2,35.0,0.0,,50.0,11.2,,1031.1,,2.0,Pittsburgh
2024-10-27 13:00:00-04:00,11.7,-4.1,33.0,0.0,,120.0,9.4,,1029.7,,2.0,Pittsburgh
2024-10-27 14:00:00-04:00,13.0,-3.8,31.0,0.0,,300.0,9.0,,1028.0,,2.0,Pittsburgh
2024-10-27 15:00:00-04:00,12.8,-6.3,26.0,0.0,,0.0,0.0,,1028.2,,2.0,Pittsburgh
2024-10-27 16:00:00-04:00,12.8,-7.3,24.0,0.0,,0.0,0.0,,1028.0,,2.0,Pittsburgh
2024-10-27 17:00:00-04:00,13.3,-8.0,22.0,0.0,,0.0,0.0,,1027.9,,2.0,Pittsburgh
2024-10-27 18:00:00-04:00,11.1,-8.2,25.0,0.0,,0.0,0.0,,1028.0,,2.0,Pittsburgh
2024-10-27 19:00:00-04:00,9.0,-7.2,31.0,0.0,,38.0,1.8,,1027.0,,2.0,Pittsburgh
2024-10-27 20:00:00-04:00,8.3,-4.9,39.0,0.0,,0.0,0.0,,1028.2,,2.0,Pittsburgh
2024-10-27 21:00:00-04:00,6.1,-5.6,43.0,0.0,,0.0,0.0,,1028.3,,2.0,Pittsburgh
2024-10-27 22:00:00-04:00,5.0,-3.8,53.0,0.0,,0.0,0.0,,1028.0,,2.0,Pittsburgh
2024-10-27 23:00:00-04:00,3.9,-3.9,57.0,0.0,,0.0,0.0,,1027.8,,1.0,Pittsburgh
2024-10-28 00:00:00-04:00,3.0,-3.8,61.0,0.0,,63.0,0.0,,1026.0,,1.0,Pittsburgh
2024-10-28 01:00:00-04:00,2.8,-4.4,59.0,0.0,,0.0,0.0,,1027.7,,1.0,Pittsburgh
2024-10-28 02:00:00-04:00,2.2,-3.9,64.0,0.0,,0.0,0.0,,1027.6,,1.0,Pittsburgh
2024-10-28 03:00:00-04:00,1.7,-4.0,66.0,0.0,,0.0,0.0,,1027.4,,1.0,Pittsburgh
2024-10-28 04:00:00-04:00,1.0,-3.3,73.0,0.0,,42.0,0.0,,1026.0,,1.0,Pittsburgh
2024-10-28 05:00:00-04:00,1.1,-4.0,69.0,0.0,,0.0,0.0,,1027.7,,1.0,Pittsburgh
2024-10-28 06:00:00-04:00,1.1,-4.0,69.0,0.0,,0.0,0.0,,1028.4,,1.0,Pittsburgh
2024-10-28 07:00:00-04:00,0.0,-3.9,75.0,0.0,,0.0,0.0,,1028.3,,2.0,Pittsburgh
2024-10-28 08:00:00-04:00,1.7,-2.8,72.0,0.0,,0.0,0.0,,1028.9,,2.0,Pittsburgh
2024-10-28 09:00:00-04:00,6.0,-0.7,62.0,0.0,,119.0,3.7,,1028.0,,2.0,Pittsburgh
2024-10-28 10:00:00-04:00,9.4,-1.1,48.0,0.0,,140.0,7.6,,1029.1,,2.0,Pittsburgh
2024-10-28 11:00:00-04:00,12.8,-1.2,38.0,0.0,,130.0,7.6,,1028.9,,2.0,Pittsburgh
2024-10-28 12:00:00-04:00,15.0,-0.7,34.0,0.0,,130.0,7.6,,1028.2,,3.0,Pittsburgh
2024-10-28 13:00:00-04:00,16.1,0.2,34.0,0.0,,164.0,5.4,,1026.9,,3.0,Pittsburgh
2024-10-28 14:00:00-04:00,17.0,-0.3,31.0,0.0,,180.0,7.0,,1025.0,,3.0,Pittsburgh
2024-10-28 15:00:00-04:00,18.3,1.3,32.0,0.0,,167.0,9.4,,1025.7,,3.0,Pittsburgh
2024-10-28 16:00:00-04:00,17.8,1.3,33.0,0.0,,130.0,7.6,,1025.3,,3.0,Pittsburgh
2024-10-28 17:00:00-04:00,16.7,2.3,38.0,0.0,,110.0,7.6,,1025.0,,3.0,Pittsburgh
2024-10-28 18:00:00-04:00,15.0,2.2,42.0,0.0,,130.0,5.4,,1024.9,,2.0,Pittsburgh
2024-10-28 19:00:00-04:00,12.0,1.6,49.0,0.0,,146.0,3.7,,1024.0,,2.0,Pittsburgh
2024-10-28 20:00:00-04:00,11.1,2.1,54.0,0.0,,0.0,0.0,,1025.3,,3.0,Pittsburgh
2024-10-28 21:00:00-04:00,10.0,2.1,58.0,0.0,,0.0,0.0,,1025.5,,3.0,Pittsburgh
2024-10-28 22:00:00-04:00,8.3,2.1,65.0,0.0,,0.0,0.0,,1025.3,,2.0,Pittsburgh
2024-10-28 23:00:00-04:00,9.0,2.3,63.0,0.0,,133.0,3.7,,1024.0,,2.0,Pittsburgh
2024-10-29 00:00:00-04:00,8.3,2.1,65.0,0.0,,0.0,0.0,,1024.9,,2.0,Pittsburgh
2024-10-29 01:00:00-04:00,8.0,2.5,68.0,0.0,,116.0,5.5,,1024.0,,2.0,Pittsburgh
2024-10-29 02:00:00-04:00,8.9,2.9,66.0,0.0,,120.0,5.4,,1024.8,,2.0,Pittsburgh
2024-10-29 03:00:00-04:00,8.9,3.3,68.0,0.0,,0.0,0.0,,1025.0,,3.0,Pittsburgh
2024-10-29 04:00:00-04:00,9.0,3.4,68.0,0.0,,130.0,7.0,,1024.0,,3.0,Pittsburgh
2024-10-29 05:00:00-04:00,8.9,3.9,71.0,0.0,,0.0,0.0,,1025.3,,3.0,Pittsburgh
2024-10-29 06:00:00-04:00,9.4,4.0,69.0,0.0,,150.0,9.4,,1025.3,,3.0,Pittsburgh
2024-10-29 07:00:00-04:00,11.7,5.6,66.0,0.0,,160.0,5.4,,1025.5,,3.0,Pittsburgh
2024-10-29 08:00:00-04:00,13.0,6.3,64.0,0.0,,160.0,7.0,,1025.0,,4.0,Pittsburgh
2024-10-29 09:00:00-04:00,14.4,7.9,65.0,0.0,,120.0,7.6,,1025.9,,4.0,Pittsburgh
2024-10-29 10:00:00-04:00,17.2,9.4,60.0,0.0,,180.0,11.2,,1025.5,,4.0,Pittsburgh
2024-10-29 11:00:00-04:00,20.6,11.8,57.0,0.0,,200.0,18.4,,1025.0,,4.0,Pittsburgh
2024-10-29 12:00:00-04:00,22.8,12.1,51.0,0.0,,200.0,18.4,,1024.5,,3.0,Pittsburgh
2024-10-29 13:00:00-04:00,23.9,12.2,48.0,0.0,,190.0,20.5,,1023.3,,3.0,Pittsburgh
2024-10-29 14:00:00-04:00,25.0,12.2,45.0,0.0,,230.0,30.0,,1023.0,,3.0,Pittsburgh
2024-10-29 15:00:00-04:00,25.6,12.1,43.0,0.0,,210.0,18.4,,1022.4,,3.0,Pittsburgh
2024-10-29 16:00:00-04:00,25.6,12.1,43.0,0.0,,200.0,16.6,,1022.4,,3.0,Pittsburgh
2024-10-29 17:00:00-04:00,24.4,12.4,47.0,0.0,,200.0,18.4,,1022.8,,3.0,Pittsburgh
2024-10-29 18:00:00-04:00,23.9,12.2,48.0,0.0,,190.0,16.6,,1023.1,,2.0,Pittsburgh
2024-10-29 19:00:00-04:00,23.0,12.0,50.0,0.0,,190.0,9.0,,1023.0,,2.0,Pittsburgh
2024-10-29 20:00:00-04:00,21.7,11.7,53.0,0.0,,180.0,9.4,,1023.8,,2.0,Pittsburgh
2024-10-29 21:00:00-04:00,20.6,11.8,57.0,0.0,,180.0,9.4,,1024.0,,2.0,Pittsburgh
2024-10-29 22:00:00-04:00,20.0,11.7,59.0,0.0,,180.0,7.6,,1024.3,,2.0,Pittsburgh
2024-10-29 23:00:00-04:00,19.0,11.3,61.0,0.0,,190.0,6.0,,1024.0,,2.0,Pittsburgh
2024-10-30 00:00:00-04:00,18.9,11.7,63.0,0.0,,200.0,7.6,,1024.3,,2.0,Pittsburgh
2024-10-30 01:00:00-04:00,19.4,11.7,61.0,0.0,,210.0,13.0,,1024.4,,2.0,Pittsburgh
2024-10-30 02:00:00-04:00,19.4,11.7,61.0,0.0,,210.0,14.8,,1024.6,,2.0,Pittsburgh
2024-10-30 03:00:00-04:00,19.0,11.3,61.0,0.0,,210.0,11.0,,1025.0,,2.0,Pittsburgh
2024-10-30 04:00:00-04:00,17.8,10.7,63.0,0.0,,190.0,9.4,,1025.1,,2.0,Pittsburgh
2024-10-30 05:00:00-04:00,17.8,10.7,63.0,0.0,,210.0,11.2,,1025.8,,2.0,Pittsburgh
2024-10-30 06:00:00-04:00,16.7,10.5,67.0,0.0,,180.0,9.4,,1026.3,,1.0,Pittsburgh
2024-10-30 07:00:00-04:00,16.7,10.5,67.0,0.0,,190.0,5.4,,1026.7,,2.0,Pittsburgh
2024-10-30 08:00:00-04:00,17.2,10.6,65.0,0.0,,180.0,7.6,,1027.4,,2.0,Pittsburgh
2024-10-30 09:00:00-04:00,19.0,10.8,59.0,0.0,,210.0,13.0,,1028.0,,2.0,Pittsburgh
2024-10-30 10:00:00-04:00,21.1,10.0,49.0,0.0,,240.0,20.5,,1027.7,,3.0,Pittsburgh
2024-10-30 11:00:00-04:00,22.2,11.0,49.0,0.0,,220.0,24.1,,1027.1,,3.0,Pittsburgh
2024-10-30 12:00:00-04:00,22.8,10.6,46.0,0.0,,250.0,20.5,,1026.3,,3.0,Pittsburgh
2024-10-30 13:00:00-04:00,23.9,10.6,43.0,0.0,,230.0,22.3,,1025.3,,3.0,Pittsburgh
2024-10-30 14:00:00-04:00,24.0,10.3,42.0,0.0,,210.0,17.0,,1025.0,,3.0,Pittsburgh
2024-10-30 15:00:00-04:00,24.4,9.9,40.0,0.0,,200.0,25.9,,1024.0,,3.0,Pittsburgh
2024-10-30 16:00:00-04:00,24.4,9.9,40.0,0.0,,200.0,22.3,,1023.7,,3.0,Pittsburgh
2024-10-30 17:00:00-04:00,23.9,9.5,40.0,0.0,,200.0,18.4,,1023.4,,3.0,Pittsburgh
2024-10-30 18:00:00-04:00,23.0,9.0,41.0,0.0,,200.0,11.0,,1023.0,,4.0,Pittsburgh
2024-10-30 19:00:00-04:00,21.1,9.3,47.0,0.0,,180.0,7.6,,1023.3,,4.0,Pittsburgh
2024-10-30 20:00:00-04:00,20.0,9.6,51.0,0.0,,180.0,5.4,,1023.0,,4.0,Pittsburgh
2024-10-30 21:00:00-04:00,19.4,9.3,52.0,0.0,,190.0,5.4,,1022.6,,3.0,Pittsburgh
2024-10-30 22:00:00-04:00,17.8,9.4,58.0,0.0,,180.0,5.4,,1022.7,,3.0,Pittsburgh
2024-10-30 23:00:00-04:00,17.0,9.7,62.0,0.0,,170.0,6.0,,1022.0,,3.0,Pittsburgh
2024-10-31 00:00:00-04:00,16.1,9.5,65.0,0.0,,0.0,0.0,,1022.2,,3.0,Pittsburgh
2024-10-31 01:00:00-04:00,15.0,8.9,67.0,0.0,,160.0,7.6,,1022.0,,3.0,Pittsburgh
2024-10-31 02:00:00-04:00,15.0,8.9,67.0,0.0,,140.0,5.4,,1021.8,,3.0,Pittsburgh
2024-10-31 03:00:00-04:00,15.6,8.8,64.0,0.0,,170.0,7.6,,1021.4,,3.0,Pittsburgh
2024-10-31 04:00:00-04:00,18.0,9.6,58.0,0.0,,200.0,13.0,,1021.0,,3.0,Pittsburgh
2024-10-31 05:00:00-04:00,17.8,10.7,63.0,0.0,,180.0,7.6,,1021.2,,3.0,Pittsburgh
2024-10-31 06:00:00-04:00,18.3,11.1,63.0,0.0,,180.0,9.4,,1021.0,,3.0,Pittsburgh
